Station Number,Station Name,Province,Status,Latitude,Longitude,Year From,Year To,Gross Drainage Area (km2),Effective Drainage Area (km2),Regulation,Data Type,Operation Schedule,Sediment,RHBN,Real-Time,Datum Name,Publishing Office,Operating Agency,Contributed
05AD007,OLDMAN RIVER NEAR LETHBRIDGE,AB,Active,49.70942,-112.86288,1913,2022,17000,15500,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05AD008,WATERTON RIVER NEAR STAND OFF,AB,Discontinued,49.50194,-113.32611,1915,1966,1730,1710,R,Flow,Continuous,N,N,N,,CALGARY,,N
05AD010,DRYWOOD CREEK NEAR THE MOUTH,AB,Active,49.29441,-113.79424,1971,2022,239,227,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AD012,COTTONWOOD CREEK NEAR TWIN BUTTE,AB,Discontinued,49.13889,-113.85278,1923,1931,34.2,34.2,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AD013,UNITED IRRIGATION DISTRICT CANAL NEAR HILL SPRING,AB,Active,49.21804,-113.63324,1923,2022,,,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AD014,SPRING CREEK NEAR WATERTON PARK,AB,Discontinued,49.11972,-113.84167,1926,1928,,,N,Flow,Continuous,N,N,N,,CALGARY,,N
05AD015,WATERTON LAKE (LOWER) NEAR WATERTON PARK,AB,Discontinued,49.11667,-113.83333,1929,1930,614,614,,Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AD016,DRYWOOD CREEK NEAR TWIN BUTTE,AB,Discontinued,49.3,-114.00556,1935,1986,29.3,29.3,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AD017,MOUNTAIN VIEW IRRIGATION DISTRICT CANAL,AB,Active,49.07972,-113.68889,1935,2022,,,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AD018,BULLHORN COULEE NEAR CARDSTON,AB,Discontinued,49.24444,-113.41667,1935,1936,119,119,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AD019,OLDMAN RIVER NEAR MONARCH,AB,Discontinued,49.79028,-113.12361,1969,1969,8880,8130,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AD020,SIX MILE COULEE SPILLWAY NEAR LETHBRIDGE,AB,Discontinued,49.66111,-112.82639,1951,1980,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AD021,BELLY - ST. MARY DIVERSION CANAL,AB,Active,49.33607,-113.55406,1963,2022,,,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AD022,LEAVITT - AETNA CANAL NEAR HEADGATE,AB,Discontinued,49.1125,-113.61389,1961,1975,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AD023,MOUNTAIN VIEW CANAL BELOW MAMI CREEK,AB,Discontinued,49.1075,-113.62972,1961,1975,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AD024,MAMI CREEK BELOW LEAVITT-AETNA DIVERSION,AB,Discontinued,49.11417,-113.61667,1961,1975,35.2,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AD025,WATERTON LAKE AT WATERTON PARK,AB,Active,49.0536,-113.90705,1961,2022,403,403,N,Level,Continuous,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N
05AD026,WATERTON RESERVOIR,AB,Active,49.32023,-113.68416,1965,2022,1270,1200,R,Level,Continuous,N,N,Y,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N
05AD027,WATERTON - BELLY DIVERSION CANAL,AB,Active,49.32703,-113.63383,1968,2022,,,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AD028,WATERTON RIVER NEAR GLENWOOD,AB,Active,49.43336,-113.48478,1966,2022,1630,1540,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05AD034,NOLAN COULEE NEAR COALDALE,AB,Discontinued,49.85278,-112.58611,1966,1968,136,136,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AD035,PRAIRIE BLOOD COULEE NEAR LETHBRIDGE,AB,Active,49.56628,-112.95427,1970,2022,214,214,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AD036,DRYWOOD CREEK BELOW SOUTH DRYWOOD CREEK,AB,Discontinued,49.29528,-113.97222,1970,1973,79.8,79,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AD037,PIYAMI DRAIN NEAR PICTURE BUTTE,AB,Active,49.83062,-112.76438,1972,2022,,,R,Flow and Level,Seasonal,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05AD038,BATTERSEA DRAIN NEAR THE MOUTH,AB,Discontinued,49.87222,-112.6,1973,1994,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AD039,LONESOME LAKE AT WATERTON PARK,AB,Discontinued,49.07361,-113.89,1973,1975,3.5,3.5,N,Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AD040,DRAIN L-5 NEAR DIAMOND CITY,AB,Discontinued,49.78889,-112.85556,1985,1994,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AD041,BELLY RIVER NEAR GLENWOOD,AB,Active,49.35212,-113.48044,1985,2022,653,538,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05AD042,YARROW CREEK AT SPREAD EAGLE ROAD,AB,Active,49.23194,-113.96078,2005,2022,47.9,47.9,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AD901,FOOTHILLS CREEK NEAR PINCHER CREEK,AB,Discontinued,49.40694,-113.68056,1983,1996,134,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05AD903,COTTONWOOD CREEK NEAR TWIN BUTTE,AB,Discontinued,49.14306,-113.84722,1982,1989,34.2,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05AD904,GALWEY BROOK NEAR WATERTON PARK,AB,Discontinued,49.14028,-113.85,1982,1989,20.5,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05AD933,UNITED IRRIGATION DISTRICT CANAL NEAR HIGHWAY NO. 800,AB,Discontinued,49.23056,-113.625,1991,1992,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05AD934,BELLY RIVER NEAR MOON RIVER ROAD,AB,Active,49.7287,-113.12475,2008,2022,3580,3290,,Flow,Seasonal,N,N,N,GEODETIC SURVEY OF CANADA DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05AD940,PAYNE LAKE RESERVOIR NEAR MOUNTAIN VIEW,AB,Active,49.10278,-113.63611,2002,2022,,,R,Level,Seasonal,N,N,N,GEODETIC SURVEY OF CANADA DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05ADX42,ST. MARY IRRIGATION DISTRICT CANAL NEAR LETHBRIDGE (ADCP PROJECT),AB,Discontinued,49.68981,-112.73433,2013,2013,,,,Flow and Level,Seasonal,N,N,N,,CALGARY,,N
05AE002,LEE CREEK AT CARDSTON,AB,Active,49.19971,-113.29652,1921,2022,316,316,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05AE003,ALBERTA RAILWAY AND IRRIGATION CO. CANAL NEAR KIMBALL,AB,Discontinued,49.13139,-113.14944,1910,1916,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AE004,CANADIAN ST. MARY CANAL AT KIMBALL,AB,Discontinued,49.07528,-113.21194,1915,1951,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AE005,ROLPH CREEK NEAR KIMBALL,AB,Active,49.12501,-113.14256,1911,2022,227,192,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AE006,ST. MARY RIVER NEAR LETHBRIDGE,AB,Active,49.57346,-112.84671,1911,2022,3530,3310,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AE007,BOUNDARY CREEK AT HILLMER'S RANCH,AB,Discontinued,49.05,-113.44444,1913,1919,60.1,60.1,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AE008,LEE CREEK AT LAYTON'S RANCH,AB,Discontinued,49.1475,-113.38722,1913,1920,230,230,N,Flow,Continuous,N,N,N,,CALGARY,,N
05AE009,PINEPOUND CREEK NEAR SPRING COULEE,AB,Discontinued,49.3325,-113.06444,1914,1951,207,173,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AE010,ALBERTA RAILWAY AND IRRIGATION CO. CANAL AT SPRING COULEE,AB,Discontinued,49.33389,-113.045,1914,1930,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AE011,POTHOLE CREEK NEAR MAGRATH,AB,Discontinued,49.37667,-112.88917,1914,1951,374,351,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AE012,POTHOLE CREEK NEAR MAGRATH (LOWER STATION),AB,Discontinued,49.44444,-112.83,1914,1917,542,516,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AE014,MAGRATH IRRIGATION DISTRICT CANAL NEAR MAGRATH,AB,Discontinued,49.37417,-112.89778,1918,1951,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AE015,CANADIAN ST. MARY CANAL NEAR MAGRATH,AB,Discontinued,49.43583,-112.82972,1918,1951,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AE016,POTHOLE CREEK AT RUSSELL'S RANCH,AB,Active,49.56554,-112.82741,1919,2022,770,712,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AE017,ROLPH CREEK AT VAUGHN RANCH,AB,Discontinued,49.00417,-113.15556,1920,1930,86.5,66.3,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AE020,ROLPH CREEK NEAR TAYLORVILLE,AB,Discontinued,49.04583,-113.11389,1917,1920,115,85.7,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AE021,MAGRATH IRRIGATION DISTRICT CANAL NEAR SPRING COULEE,AB,Active,49.34839,-113.05515,1927,2022,,,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AE022,RAYMOND IRRIGATION DISTRICT CANAL NEAR WELLING,AB,Discontinued,49.44167,-112.78528,1927,1951,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AE023,LEE CREEK NEAR BEAZER,AB,Discontinued,49.06389,-113.51667,1941,1945,109,109,N,Flow,Continuous,N,N,N,,CALGARY,,N
05AE024,POTHOLE COULEE RESERVOIR NEAR MAGRATH,AB,Discontinued,49.33056,-112.9,1949,1951,329,305,R,Level,Seasonal,N,N,N,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N
05AE025,ST. MARY RESERVOIR NEAR SPRING COULEE,AB,Active,49.36305,-113.11456,1951,2022,2290,2170,R,Level,Continuous,N,N,Y,PRAIRIE FARM REHABILITATION ADMINISTRATION DATUM,CALGARY,,N
05AE026,CANADIAN ST. MARY CANAL NEAR SPRING COULEE,AB,Active,49.34363,-113.04353,1952,2022,,,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AE027,ST. MARY RIVER AT INTERNATIONAL BOUNDARY,AB,Active,49.01206,-113.29956,1902,2022,1210,1160,R,Flow,Continuous,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05AE037,LEE CREEK AT BEAZER,AB,Discontinued,49.1125,-113.48333,1970,1985,175,175,N,Flow,Seasonal,Y,N,N,ASSUMED DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05AE038,POTHOLE TURNOUT NEAR MAGRATH,AB,Discontinued,49.37694,-112.89778,1976,1995,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AE039,TOUGH CREEK NEAR BEAZER,AB,Discontinued,49.06667,-113.53333,1969,1989,38.6,38.6,N,Flow,Seasonal,Y,N,N,ASSUMED DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05AE040,LEE CREEK (EAST BRANCH) NEAR BEAZER,AB,Discontinued,49.01389,-113.53889,1970,1985,37.8,37.8,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05AE041,DRY COULEE NEAR MAGRATH,AB,Discontinued,49.49417,-112.93,1980,1994,54.9,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AE042,NINE MILE COULEE NEAR LETHBRIDGE,AB,Discontinued,49.55333,-112.77917,1984,1991,157,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AE043,ST. MARY RIVER AT HIGHWAY NO. 501,AB,Discontinued,49.09184,-113.22089,1998,2017,1320,1250,R,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AE904,LEE CREEK BELOW CONFLUENCE OF EAST FORK,AB,Discontinued,49.025,-113.54167,1981,1992,93.8,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05AE912,AETNA CREEK AT HIGHWAY NO. 501,AB,Discontinued,49.13333,-113.25,1986,1992,32.6,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05AF004,ETZIKOM COULEE NEAR STIRLING,AB,Discontinued,49.53333,-112.5,1914,1918,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AF006,ETZIKOM COULEE NEAR GODDARD,AB,Discontinued,49.36167,-111.86944,1915,1916,2580,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AF007,KETCHUM CREEK NEAR ORION,AB,Discontinued,49.33333,-110.83333,1915,1936,184,171,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AF008,IRRIGATION CREEK NEAR ORION,AB,Discontinued,49.42222,-110.83889,1916,1936,202,202,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AF009,CANAL CREEK NEAR MANYBERRIES,AB,Discontinued,49.23056,-110.75,1917,1936,179,171,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AF010,MANYBERRIES CREEK AT BRODIN'S FARM,AB,Discontinued,49.35833,-110.725,1911,2011,338,335,N,Flow,Seasonal,Y,N,N,ASSUMED DATUM,CALGARY,,N
05AF011,ERICKSON COULEE AT E.C. BENNETT'S FARM,AB,Discontinued,49.36167,-110.86944,1920,1920,362,362,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AF015,PAKOWKI LAKE NEAR YOUNG'S RANCH,AB,Discontinued,49.39167,-111.01667,1917,1922,5320,,R,Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AF016,PAKOWKI LAKE NEAR PAKOWKI,AB,Discontinued,49.39167,-110.925,1917,1920,5320,,R,Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AF017,PAKOWKI LAKE NEAR ORION,AB,Discontinued,49.33333,-110.93333,1920,1920,5320,,R,Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AF020,PAKOWKI LAKE NEAR ETZIKOM,AB,Discontinued,49.36667,-111.03333,1920,1930,5320,,R,Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AF021,COAL CREEK NEAR ORION,AB,Discontinued,49.2625,-110.85278,1921,1921,130,124,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AF022,GRAYBACK COULEE NEAR ORION,AB,Discontinued,49.23056,-110.87222,1922,1925,76.7,70.7,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AF024,RAYMOND COULEE NEAR RAYMOND,AB,Discontinued,49.41778,-112.67139,1926,1936,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AF026,TYRRELL LAKE NEAR WARNER,AB,Discontinued,49.38333,-112.25,1935,1938,645,,,Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AF027,ETZIKOM COULEE NEAR NEMISCAM,AB,Discontinued,49.44167,-111.26028,1936,1936,3040,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AF028,CANADIAN ST. MARY CANAL AT DROP NO. 1,AB,Discontinued,49.43472,-112.69806,1956,1993,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AF029,STIRLING LAKE OUTFLOW NEAR STIRLING,AB,Discontinued,49.53077,-112.5106,1976,2009,411,384,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AF030,MILK RIVER RIDGE RESERVOIR,AB,Active,49.38129,-112.59025,1976,2022,181,181,R,Level,Seasonal,N,N,Y,APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N
05AF031,RUSH LAKE DRAIN NEAR NEW DAYTON,AB,Discontinued,49.43215,-112.17917,1982,2009,700,488,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AF032,CANADIAN ST. MARY CANAL ABOVE RAYMOND CHUTE,AB,Discontinued,49.405,-112.61861,1989,1990,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AF033,MANYBERRIES CREEK AT RANGE ROAD NO. 63,AB,Discontinued,49.3189,-110.7456,2014,2017,349,346,,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AF034,MANYBERRIES CREEK AT HIGHWAY NO. 889,AB,Active,49.39369,-110.67849,2018,2022,364,,,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AF903,TYRRELL LAKE NEAR WARNER,AB,Discontinued,49.4,-112.30972,2002,2009,,,R,Level,Seasonal,N,N,N,GEODETIC SURVEY OF CANADA DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05AF905,ETZIKOM COULEE NEAR NEMISKAM,AB,Discontinued,49.44444,-111.26667,1982,2007,3040,1330,R,Flow,Seasonal,N,N,N,APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,CALGARY,ALBERTA ENVIRONMENTAL PROTECTION,Y
05AG001,TABER IRRIGATION DISTRICT CANAL NEAR CHIN,AB,Discontinued,49.77917,-112.45556,1921,1951,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AG002,NEW WEST IRRIGATION DISTRICT CANAL NEAR VAUXHALL,AB,Discontinued,50.13417,-112.18639,1924,1930,,,R,Flow,Seasonal,N,N,N,,CALGARY,CANADA LAND AND IRRIGATION COMPANY,Y
05AG003,EXPANSE COULEE NEAR THE MOUTH,AB,Active,49.98871,-112.08224,1970,2022,1880,86.9,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AG004,BOW RIVER DEVELOPMENT DRAIN A NEAR HAYS,AB,Discontinued,49.98889,-111.725,1957,1994,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AG005,BOW RIVER DEVELOPMENT DRAIN T NEAR HAYS,AB,Discontinued,49.91667,-111.72778,1958,1995,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AG006,OLDMAN RIVER NEAR THE MOUTH,AB,Active,49.91889,-111.8,1964,2022,27500,20900,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AG007,LATERAL 10 SPILLWAY NEAR CHIN,AB,Discontinued,49.84389,-112.42944,1966,1995,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AG008,BOUNTIFUL COULEE NEAR CRANFORD,AB,Discontinued,49.78694,-112.3375,1966,1984,813,622,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AG009,CHIN RESERVOIR OUTFLOW TO BOUNTIFUL COULEE,AB,Discontinued,49.77778,-112.45833,1966,1968,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AG011,CAMERON LATERAL SPILL TO CHIN RESERVOIR,AB,Discontinued,49.775,-112.46111,1966,1972,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AG012,TABER IRRIGATION DISTRICT CANAL NEAR CRANFORD,AB,Discontinued,49.74583,-112.35417,1966,1968,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AG013,READYMADE MAIN INFLOW CANAL,AB,Discontinued,49.66167,-112.44278,1968,1972,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AG014,READYMADE MINI INFLOW A,AB,Discontinued,49.685,-112.44444,1970,1971,,,R,Flow,Miscellaneous,N,N,N,,CALGARY,,N
05AG015,READYMADE MINI INFLOW B,AB,Discontinued,49.69,-112.44417,1968,1971,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AG016,READYMADE DRAIN A,AB,Discontinued,49.70944,-112.43722,1968,1971,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AG017,READYMADE DRAIN B,AB,Discontinued,49.705,-112.42833,1971,1971,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AG018,READYMADE DRAIN C,AB,Discontinued,49.69944,-112.41833,1971,1971,,,R,Flow,Miscellaneous,N,N,N,,CALGARY,,N
05AG019,READYMADE DRAIN D,AB,Discontinued,49.69806,-112.41556,1968,1971,,,R,Flow,Miscellaneous,N,N,N,,CALGARY,,N
05AG020,READYMADE DRAIN E,AB,Discontinued,49.69639,-112.41056,1971,1971,,,R,Flow,Miscellaneous,N,N,N,,CALGARY,,N
05AG021,READYMADE DRAIN F,AB,Discontinued,49.69528,-112.40611,1970,1971,,,R,Flow,Miscellaneous,N,N,N,,CALGARY,,N
05AG022,READYMADE DRAIN G,AB,Discontinued,49.69111,-112.39306,1968,1971,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AG023,DRAIN T-2 NEAR TABER,AB,Discontinued,49.80833,-112.17917,1972,1984,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AG024,NATURAL FLOW D NEAR CHIN,AB,Discontinued,49.85278,-112.44444,1972,1973,5.2,5.2,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AG025,DRAIN T-11 NEAR FINCASTLE,AB,Discontinued,49.88056,-112.01361,1973,1984,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AG026,BOUNTIFUL COULEE INFLOW NEAR CRANFORD,AB,Active,49.78561,-112.31609,1980,2022,43.2,18.8,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AG027,DRAIN T-1 NEAR TABER,AB,Discontinued,49.80278,-112.23111,1985,1991,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AH002,MACKAY CREEK AT WALSH,AB,Active,49.94091,-110.04722,1911,2022,437,428,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AH003,ROSS CREEK NEAR IRVINE,AB,Discontinued,49.97417,-110.36667,1910,2000,647,634,R,Flow,Seasonal,Y,N,N,ASSUMED DATUM,CALGARY,,N
05AH004,BULLSHEAD CREEK NEAR DUNMORE,AB,Discontinued,49.90833,-110.62222,1909,1916,522,506,,Flow and Level,Seasonal,N,N,N,GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N
05AH005,SEVEN PERSONS CREEK AT MEDICINE HAT,AB,Active,50.02365,-110.68351,1910,2022,3280,1760,R,Flow and Level,Seasonal,Y,N,Y,ASSUMED DATUM,CALGARY,,N
05AH006,MACKAY CREEK AT GRANT'S RANCH,AB,Discontinued,49.86944,-110.01944,1911,1914,247,246,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AH007,MCALPINE CREEK AT SCHNELL'S RANCH,AB,Discontinued,49.85833,-110.06111,1912,1914,124,124,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AH009,GROS VENTRE CREEK AT TOTHILL'S RANCH,AB,Discontinued,49.75556,-110.46389,1911,1915,93.2,93.2,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AH010,BULLSHEAD CREEK AT CLARK'S RANCH,AB,Discontinued,49.73611,-110.60278,1911,1915,205,205,N,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AH011,STARK AND BURTON'S DITCH NEAR MEDICINE HAT,AB,Discontinued,49.9,-110.63333,1915,1916,,,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AH012,BULLSHEAD CREEK AT BURTON'S RANCH,AB,Discontinued,49.925,-110.65278,1925,1929,411,406,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AH013,BULLSHEAD CREEK NEAR WOOLCHESTER,AB,Discontinued,49.875,-110.63333,1915,1936,315,315,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AH025,ELKWATER LAKE AT ELKWATER,AB,Active,49.66198,-110.28902,1917,2022,28.8,28.8,R,Level,Seasonal,N,N,Y,APPROXIMATE GEODETIC SURVEY OF CANADA DATUM,CALGARY,,N
05AH032,ROSS CREEK NEAR PASHLEY,AB,Discontinued,49.98417,-110.46944,1920,1922,795,734,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AH033,SEVEN PERSONS CREEK NEAR SEVEN PERSONS,AB,Discontinued,49.83333,-110.9,1920,1936,2550,1170,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AH036,ROSS CREEK AT KOENIG'S RANCH,AB,Discontinued,49.77639,-110.28611,1911,1914,89.1,89.1,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AH037,GROS VENTRE CREEK NEAR DUNMORE,AB,Active,49.88778,-110.50711,1921,2022,215,206,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AH038,PARADISE CREEK NEAR SEVEN PERSONS,AB,Discontinued,49.83333,-110.85,1921,1936,224,224,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AH039,SEVEN PERSONS CREEK NEAR WHITLA,AB,Discontinued,49.76667,-111.05,1936,1936,2280,922,N,Flow,Seasonal,N,N,N,,CALGARY,,N
05AH040,MACKAY CREEK NEAR WALSH,AB,Discontinued,49.96667,-110.05,1951,1955,665,652,R,Flow,Seasonal,N,N,N,,CALGARY,,N
05AH041,PEIGAN CREEK NEAR PAKOWKI ROAD,AB,Active,49.5805,-110.9437,1960,2022,439,425,N,Flow and Level,Seasonal,Y,Y,Y,ASSUMED DATUM,CALGARY,,N
05AH042,MACKAY CREEK NEAR GRABURN GAP,AB,Discontinued,49.74111,-110.0425,1976,1993,75.1,75.1,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AH043,EAST MCALPINE CREEK NEAR ELKWATER LAKE,AB,Active,49.79457,-110.18655,1976,2022,19.8,19.8,R,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,CALGARY,,N
05AH044,CAVAN LAKE DIVERSION NEAR DUNMORE,AB,Active,49.89692,-110.48235,1981,2022,,,R,Flow and Level,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AH045,ROSS CREEK DIVERSION CANAL NEAR IRVINE,AB,Discontinued,49.95417,-110.34,1980,1983,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
05AH046,ROSS CREEK AT OUTLET OF ELKWATER LAKE,AB,Discontinued,49.67833,-110.295,1980,1986,29,29,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,CALGARY,,N
